symbol,date,open,high,low,close,volume
NIFTY,2008-06-09,4626.45,4626.45,4411.6,4500.95,0
NIFTY,2008-06-10,4522.0,4522.55,4369.8,4449.8,0
NIFTY,2008-06-11,4469.65,4541.05,4468.05,4523.6,0
NIFTY,2008-06-12,4524.4,4550.0,4392.0,4539.35,0
NIFTY,2008-06-13,4539.5,4563.35,4491.35,4517.1,0
NIFTY,2008-06-16,4536.3,4617.7,4536.3,4572.5,0
NIFTY,2008-06-17,4572.5,4664.05,4561.75,4653.0,0
NIFTY,2008-06-18,4652.8,4679.75,4569.9,4582.4,0
NIFTY,2008-06-19,4582.55,4585.7,4488.95,4504.25,0
NIFTY,2008-06-20,4504.2,4532.0,4333.6,4347.55,0
NIFTY,2008-06-23,4351.15,4351.15,4225.5,4266.4,0
NIFTY,2008-06-24,4271.05,4305.9,4156.1,4191.1,0
NIFTY,2008-06-25,4189.6,4264.55,4093.2,4252.65,0
NIFTY,2008-06-26,4252.6,4324.75,4230.0,4315.85,0
NIFTY,2008-06-27,4315.3,4315.3,4119.2,4136.65,0
NIFTY,2008-06-30,4136.25,4163.0,4021.7,4040.55,0
NIFTY,2008-07-01,4039.75,4075.4,3878.2,3896.75,0
NIFTY,2008-07-02,3895.3,4107.15,3848.25,4093.35,0
NIFTY,2008-07-03,4094.6,4097.35,3874.85,3925.75,0
NIFTY,2008-07-04,3926.65,4033.5,3896.4,4016.0,0
NIFTY,2008-07-07,4002.0,4114.5,4002.0,4030.0,0
NIFTY,2008-07-08,4028.7,4028.7,3896.05,3988.55,0
NIFTY,2008-07-09,3990.9,4169.4,3990.9,4157.1,0
NIFTY,2008-07-10,4155.65,4187.95,4110.4,4162.2,0
NIFTY,2008-07-11,4166.0,4215.5,4014.45,4049.0,0
NIFTY,2008-07-14,4047.45,4118.1,4004.25,4039.7,0
NIFTY,2008-07-15,4039.3,4040.7,3835.5,3861.1,0
NIFTY,2008-07-16,3861.55,3920.05,3790.2,3816.7,0
NIFTY,2008-07-17,3823.15,3968.75,3823.15,3947.2,0
NIFTY,2008-07-18,3962.95,4110.55,3926.3,4092.25,0
NIFTY,2008-07-21,4092.2,4168.15,4072.75,4159.5,0
NIFTY,2008-07-22,4158.45,4262.45,4137.95,4240.1,0
NIFTY,2008-07-23,4246.7,4491.55,4246.7,4476.8,0
NIFTY,2008-07-24,4476.2,4539.45,4385.85,4433.55,0
NIFTY,2008-07-25,4440.85,4440.85,4297.15,4311.85,0
NIFTY,2008-07-28,4282.25,4352.65,4282.25,4332.1,0
NIFTY,2008-07-29,4332.2,4332.2,4159.15,4189.85,0
NIFTY,2008-07-30,4191.2,4327.0,4191.2,4313.55,0
NIFTY,2008-07-31,4314.35,4342.0,4285.55,4332.95,0
NIFTY,2008-08-01,4331.6,4422.95,4235.7,4413.55,0
NIFTY,2008-08-04,4426.1,4436.15,4362.9,4395.35,0
NIFTY,2008-08-05,4395.8,4515.15,4376.0,4502.85,0
NIFTY,2008-08-06,4506.25,4615.9,4503.9,4517.55,0
NIFTY,2008-08-07,4515.25,4580.15,4493.7,4523.85,0
NIFTY,2008-08-08,4518.35,4546.35,4464.0,4529.5,0
NIFTY,2008-08-11,4529.35,4625.2,4529.35,4620.4,0
NIFTY,2008-08-12,4620.95,4649.85,4525.75,4552.25,0
NIFTY,2008-08-13,4548.05,4572.65,4497.25,4529.05,0
NIFTY,2008-08-14,4524.2,4529.8,4421.25,4430.7,0
NIFTY,2008-08-18,4430.7,4447.4,4379.85,4393.05,0
NIFTY,2008-08-19,4393.1,4393.7,4316.55,4368.25,0
NIFTY,2008-08-20,4365.45,4434.9,4365.45,4415.75,0
NIFTY,2008-08-21,4416.2,4418.55,4271.3,4283.85,0
NIFTY,2008-08-22,4283.85,4337.0,4248.0,4327.45,0
NIFTY,2008-08-25,4317.95,4398.8,4317.95,4335.35,0
NIFTY,2008-08-26,4335.2,4345.05,4283.3,4337.5,0
NIFTY,2008-08-27,4336.85,4364.25,4282.65,4292.1,0
NIFTY,2008-08-28,4290.75,4304.5,4201.85,4214.0,0
NIFTY,2008-08-29,4230.6,4368.8,4230.6,4360.0,0
NIFTY,2008-09-01,4356.1,4365.0,4281.35,4348.65,0
NIFTY,2008-09-02,4358.85,4522.4,4343.1,4504.0,0
NIFTY,2008-09-04,4512.95,4514.6,4419.45,4447.75,0
NIFTY,2008-09-05,4444.7,4444.7,4328.9,4352.3,0
NIFTY,2008-09-08,4358.3,4558.0,4358.3,4482.3,0
NIFTY,2008-09-09,4485.15,4497.5,4418.95,4468.7,0
NIFTY,2008-09-10,4467.5,4467.5,4382.35,4400.25,0
NIFTY,2008-09-11,4397.25,4399.3,4272.75,4290.3,0
NIFTY,2008-09-12,4291.6,4323.9,4200.15,4228.45,0
NIFTY,2008-09-15,4231.95,4237.25,3955.4,4072.9,0
NIFTY,2008-09-16,4072.55,4090.1,3919.35,4074.9,0
NIFTY,2008-09-17,4074.8,4116.7,3974.6,4008.25,0
NIFTY,2008-09-18,4005.25,4050.1,3799.55,4038.15,0
NIFTY,2008-09-19,4040.8,4262.65,4040.8,4245.25,0
NIFTY,2008-09-22,4248.95,4303.25,4202.4,4223.05,0
NIFTY,2008-09-23,4223.9,4224.7,4117.9,4126.9,0
NIFTY,2008-09-24,4125.75,4207.95,4115.85,4161.25,0
NIFTY,2008-09-25,4162.15,4172.6,4077.5,4110.55,0
NIFTY,2008-09-26,4108.75,4110.7,3970.35,3985.25,0
